id,image_url,created_at,product_id,image_order,image_name
39,"78cfc0de6ab3",Tue Apr 08 2025 01:46:30 GMT+0000 (Coordinated Universal Time),70,0,"IMG_6580.jpeg"
35,"17b069c32836",Tue Apr 08 2025 01:27:19 GMT+0000 (Coordinated Universal Time),68,0,"IMG_8960.jpeg"
36,"63bef48469f8",Tue Apr 08 2025 01:27:19 GMT+0000 (Coordinated Universal Time),68,1,"IMG_8956.jpeg"
37,"4fad8f5bf50a",Tue Apr 08 2025 01:29:36 GMT+0000 (Coordinated Universal Time),69,0,"IMG_8954.jpeg"
38,"6cce538d7885",Tue Apr 08 2025 01:29:36 GMT+0000 (Coordinated Universal Time),69,1,"IMG_8951.jpeg"
